Country,Region,sex,extract_date,age_0,age_1,age_2,age_3,age_4,age_5,age_6,age_7,age_8,age_9,age_10,age_11,age_12,age_13,age_14,age_15,age_16,age_17,age_18,age_19,age_20,age_21,age_22,age_23,age_24,age_25,age_26,age_27,age_28,age_29,age_30,age_31,age_32,age_33,age_34,age_35,age_36,age_37,age_38,age_39,age_40,age_41,age_42,age_43,age_44,age_45,age_46,age_47,age_48,age_49,age_50,age_51,age_52,age_53,age_54,age_55,age_56,age_57,age_58,age_59,age_60,age_61,age_62,age_63,age_64,age_65,age_66,age_67,age_68,age_69,age_70,age_71,age_72,age_73,age_74,age_75,age_76,age_77,age_78,age_79,age_80,age_81,age_82,age_83,age_84,age_85,age_86,age_87,age_88,age_89,age_90,age_91,age_92,age_93,age_94,age_95
England,South East,persons,2024-07-01,80238,89943,102291,98370,103056,108114,108422,117425,116199,118676,117777,127767,126998,127830,124146,126513,125782,122013,117062,110599,109789,104870,109163,115905,123307,122807,124241,124087,127553,128424,129211,139560,138689,147847,142824,150421,149430,143843,147609,140564,142196,143337,141074,148889,145578,135298,125915,128097,126635,134495,127015,134543,141097,135046,134387,137705,136152,135207,137554,139275,134955,129795,125461,121239,116274,111027,108445,101973,95179,95149,93525,89026,88052,85242,90280,86499,102694,106440,70604,75888,69245,65311,47576,46012,47678,43688,38848,35582,29687,26324,21046,18894,15736,13276,9697,23376
England,South West,female,2024-07-01,20764,22485,27130,25745,27337,27975,29461,31135,31010,32468,32380,33947,35184,33473,33581,34612,33829,34101,33831,35277,36434,34337,33756,34744,35690,35228,36104,36187,36093,37878,38296,40231,39925,41849,39931,42426,41643,40173,40581,39260,38540,38476,37895,39870,38591,36046,33163,34576,33189,36317,35784,38050,41963,39977,41470,40835,41933,43363,43757,44497,43435,42586,41444,40267,39054,37834,36609,35899,32793,34124,34574,31761,32512,31611,33227,32911,39362,38127,25863,29877,26394,24814,18810,18310,18194,16887,15364,13488,12197,10541,9201,8041,6798,5614,4420,11376
England,South West,male,2024-07-01,21660,24435,28654,26084,29396,29586,30945,32712,33087,33417,33428,36973,36412,36441,34995,36282,35567,34468,34477,34267,35447,34156,33648,34576,35595,37198,38096,37809,37210,39148,39351,40444,41093,42106,40627,42533,41901,40589,40541,38913,39270,39471,38691,40539,39458,36581,33721,33996,33677,36134,36925,38586,41985,39220,41526,40597,41580,42084,43057,43923,42787,41948,40064,40636,38066,36241,35294,35167,31892,31215,31249,29062,30585,28217,31355,27847,36412,33886,23965,25675,22682,21594,14991,14603,14314,12939,11603,10261,8476,6926,5754,4762,3724,2967,2131,4257
England,South West,persons,2024-07-01,42752,47039,55998,51592,56915,57356,60465,63630,64158,65969,65645,70998,71203,70460,68707,71044,69305,68749,68289,70191,71534,69338,67310,69245,71205,72455,74449,73750,73444,76951,77467,80492,81488,84501,80794,84882,83400,80446,81010,78378,77956,77934,76427,80385,78341,72336,66958,68339,66596,72961,72632,76472,83998,78994,83121,81463,83370,85623,86758,88448,86187,84529,81785,80866,77129,74005,71654,70551,64653,65160,66344,62409,62788,60133,64539,60912,75825,72284,49301,55613,48928,46417,34193,33134,32478,29804,26994,23743,20665,17925,14728,12789,10500,8583,6562,15611
England,West Midlands,female,2024-07-01,27811,32126,32946,33481,34811,35780,37442,39330,38140,39380,39759,41766,42456,40353,39734,40773,39862,38474,38808,38862,37027,36322,39648,40569,41668,43320,43066,44689,43881,44856,44936,46687,47064,48286,47904,48472,48226,46466,46580,44864,44134,44581,41975,44983,43967,38023,36039,36850,36459,37858,37125,38430,43054,42263,42181,42541,41855,41441,42894,42228,40768,40588,39473,37526,35359,34472,33738,32891,30390,29549,30664,28971,28540,27820,28754,27963,32583,30713,22327,25866,23470,22103,17025,16332,15757,15351,13692,12456,11080,8835,7529,6695,5825,4789,3647,8681
England,West Midlands,male,2024-07-01,29966,33569,34677,34496,37101,37624,38550,41004,40456,41561,42187,44247,43941,42836,41751,43107,42248,40960,40816,40547,40887,39498,39997,41133,43794,43090,45828,45708,45639,45474,46660,48149,49425,52344,49503,50756,50143,48979,49608,47694,47014,47597,43963,48463,46391,41986,39678,39561,40426,40882,40821,42547,45369,44596,45373,45098,44294,44212,42528,43265,41837,41252,40235,38252,35935,34806,33187,32043,29301,29045,28854,27844,25783,25325,26976,24609,28649,27074,19479,22099,20137,18421,13467,12412,12754,11337,10082,8847,7219,5796,4660,3783,3104,2398,1736,3579
England,West Midlands,persons,2024-07-01,57709,64854,67931,67831,72120,73312,75717,80179,78669,80363,82210,86475,86352,83238,80703,83662,82116,79326,79329,79512,78341,75919,79918,81800,84987,86174,88781,90414,89433,90157,91911,94848,96319,100651,97461,99180,97924,95536,96340,92370,90912,92249,86120,93553,90230,80028,75830,76542,76907,79060,78009,80738,88347,86793,87664,87568,86012,85302,85414,85614,82691,81838,79686,75876,71046,69247,66828,64698,59638,58870,59494,56752,54443,53165,55772,53125,61447,57936,41824,47881,43335,40516,30217,28590,28847,26742,23746,21207,18296,14932,12119,10540,8895,7106,5365,12306
England,Yorkshire and The Humber,female,2024-07-01,23982,26705,28389,28940,30561,31085,32832,33497,33735,33748,34836,36741,35719,36241,34990,35926,34544,34108,34772,35808,36512,35256,36991,38610,40602,39372,39945,40023,40289,39658,40729,43548,42855,44710,41054,44610,43508,41574,42175,40111,39557,38014,38543,39933,38334,35214,30585,32582,31637,34411,33887,35927,40360,38665,39594,39789,38729,38933,38928,39774,38843,38501,36827,35354,34908,33131,33050,32297,28888,28761,28342,26655,26624,26253,27816,26032,32181,30990,19350,23553,19565,18723,15051,14862,14595,13991,12299,11268,9599,8691,7062,5855,4944,4084,2971,7634
England,Yorkshire and The Humber,male,2024-07-01,25447,28146,30337,30192,31503,32734,33779,36234,35667,35505,35513,37937,37800,38142,36730,38368,35737,36170,35137,36562,36385,35341,35972,37850,39887,40935,42689,41596,43120,42519,43903,44795,44992,46646,43908,44994,44242,43138,44538,42144,42748,41822,40273,42267,41449,37096,34329,35448,34817,35991,36062,37786,41471,40471,39833,41102,39320,39480,39395,41466,38864,38760,36843,36153,33851,32550,32377,31357,27768,27453,28334,24645,25287,24777,25311,24148,28369,27483,15889,20828,16924,15968,11551,11265,11077,10193,8978,7712,6508,5168,4162,3274,2649,1925,1458,2780
England,Yorkshire and The Humber,persons,2024-07-01,49410,54591,59223,59139,62036,63264,66684,69621,69274,69329,70485,74524,73432,74336,71316,74506,70469,70532,70391,72332,72825,70682,72735,76723,80432,80286,82259,81570,83448,81802,84731,87753,88174,91331,84687,89616,88149,84835,86498,82287,82380,79948,78728,82288,79662,72070,65239,68234,66436,70251,69978,73779,82294,79388,79261,81075,78581,78938,78471,81042,77611,77164,73622,71573,68648,65612,65301,63763,56474,56159,56182,51641,51659,51131,53599,50575,60753,58844,35089,44077,36136,34898,26679,25812,25287,24148,21275,19134,16228,13804,11211,9138,7580,6020,4436,10399
England,East Midlands,female,2024-08-01,20522,23108,25016,24520,26317,26598,27762,29624,30062,29863,30011,31855,31829,31814,30868,31625,30421,29673,27824,28763,31272,29819,31053,31877,32299,32412,33649,33662,33079,34781,35213,36180,38358,38049,37400,36770,38379,36490,36780,35594,35831,34456,33961,35595,34680,32579,28252,30246,28576,32248,30457,33805,36316,34741,36471,36604,35749,35716,35905,36932,35832,34975,33570,32103,32279,29701,29768,27892,25677,26212,25926,25067,24886,23417,25694,24242,28753,28372,18829,22382,19799,18030,13688,13229,13229,12263,11203,9680,8902,7374,6222,5376,4398,3689,2843,7205
England,East Midlands,male,2024-08-01,21452,24034,25690,26154,27497,27848,29514,30978,31346,32112,30852,33193,33733,32903,32876,33878,32157,31789,29920,30303,32281,31465,31921,33028,33711,34700,34751,34373,35324,35795,35983,39432,38941,39761,39029,39751,38238,37068,38495,36761,37490,35806,35260,38457,36613,33187,30924,31862,31018,33002,31826,34206,37708,35725,36798,36488,36792,35848,37194,36704,35456,35373,33773,32822,30798,29574,28146,27595,25021,24652,25066,22936,23167,21980,25073,20956,26410,25556,17110,19566,16698,15872,10858,10742,10511,9277,7988,6886,5919,4703,3886,3229,2550,1865,1380,2671
England,East Midlands,persons,2024-08-01,42122,46916,50710,50441,53623,54242,57352,60240,61660,61287,60729,65097,65492,65107,63430,65034,62543,61358,57868,58582,63596,61231,62646,64657,65322,66918,67981,68034,68268,70169,71700,75275,76860,77632,76474,76184,76771,74208,75751,72377,73213,70473,69377,74194,71269,65448,59199,62405,59247,65693,62573,67924,73818,70388,73042,73590,72258,72348,73203,73731,70867,70171,67294,65260,63200,59015,57874,56100,51056,50887,51189,47693,47984,45668,50886,45321,55139,54616,35885,41996,36352,33961,24567,23739,23643,21676,19199,16625,14842,12047,10103,8610,6928,5556,4220,9945
England,East of England,female,2024-08-01,28324,29875,35398,33491,35216,36204,37491,39357,40360,39898,39716,43407,41741,42221,41322,42267,40941,39043,38315,35340,34297,31923,35966,37821,38613,40262,41243,42176,43389,45186,45886,48237,49479,51332,50098,52376,51004,50120,50178,48149,48624,46691,46921,49824,47925,44318,40740,42052,41326,43244,41986,44378,46477,44829,45477,46385,45809,45845,47062,47761,44353,44564,40822,42730,39443,38537,36654,36097,33903,33902,33995,31874,31305,30591,34685,29659,38048,40703,25350,28904,24922,24744,17485,17773,18301,16961,15264,14065,12406,10438,8940,7913,6892,5436,4448,11125
England,East of England,male,2024-08-01,29710,31729,37603,35521,37575,38139,40467,40965,41776,42649,41624,44421,44887,44565,42655,44280,43396,41687,40746,39211,35752,35292,37386,38033,40381,42738,44618,43523,44758,46180,46855,49608,50006,52847,50010,53465,53035,51132,52012,49223,50515,47858,49506,51641,50486,45611,43380,45845,42528,45958,44330,45469,49318,45636,47559,47034,45818,46825,47972,46996,45362,44717,42562,40758,39140,37892,36240,34722,31515,30767,30789,28940,29149,28042,29558,27234,33950,33732,21868,26114,20901,21190,13836,13408,13753,13068,11503,9909,8524,6950,5757,4720,3742,2973,2083,4147
England,East of England,persons,2024-08-01,57629,61637,73312,68657,72780,74644,77901,80417,82334,82629,81188,87763,86631,86574,83480,86443,84488,80800,79107,74783,68031,67266,73452,75803,79577,83223,86323,85832,88220,90307,93619,97343,99548,104200,100238,105808,104164,101102,102145,97400,99257,94583,96489,101486,99023,90084,84084,88214,83378,89716,86303,89922,95647,90562,92555,93330,91607,92676,94035,95115,89585,89065,84538,83704,78731,76369,73163,69622,65733,64854,64308,62114,61051,58658,64063,56994,72065,75247,47341,54717,45637,45958,31607,31500,32342,30089,26852,24220,20923,17574,14670,12558,10620,8531,6657,15260
England,London,female,2024-08-01,44973,48174,53243,52663,53711,54223,56641,59101,58498,57381,58358,61214,60967,59763,60688,62577,59747,57852,55941,58897,60907,64427,71911,89206,100729,106004,109737,111759,113157,109044,108921,112477,106202,108116,104494,107481,100051,96863,96352,91344,87495,87004,83583,85512,82646,76062,71651,70833,68169,69160,63329,65347,60970,64001,60839,62718,59719,58962,58904,57046,56400,53549,48323,49900,45969,43190,41081,39508,36917,35602,33104,32884,29013,29268,29676,27521,30506,30462,22695,22766,19795,20638,15077,15817,15559,14886,13030,11758,10686,8715,7473,6646,5503,4748,3511,9865
England,London,male,2024-08-01,47434,51033,56062,53610,56016,56604,58493,60055,62186,60503,60196,64327,62213,64758,62559,63440,63900,60321,58169,59813,61204,61704,67947,77721,83761,94766,99491,104677,107717,106364,108515,111634,111417,115484,114535,115691,112232,109702,110213,104003,103501,102240,98196,100735,97045,90504,84921,83529,80889,80880,75669,75319,72339,72934,67779,69527,65874,62159,61810,61021,59562,55170,48964,50949,45193,43760,40138,38719,34937,33007,29567,28494,26361,25851,25297,22804,25724,25375,16877,18561,15704,15259,11078,11450,11543,10400,8979,8008,6693,5512,4758,3976,3123,2458,1868,3828
England,London,persons,2024-08-01,92363,97881,109321,106254,109818,110773,115026,118910,120653,117118,117633,125494,123570,124389,123731,125729,123638,118097,113982,119131,122352,126107,140177,166706,184488,200733,208961,216708,220903,216060,217220,224322,217549,222872,219228,223007,212399,205797,206400,195597,191345,189133,181895,186576,179556,166298,156317,153401,148418,150549,138074,140496,132842,136400,128694,132158,125734,123557,120824,117802,115979,109295,97350,102116,91838,86561,81374,78151,71949,68652,62376,61545,55305,54882,55118,50501,56144,56094,39778,41308,35258,35727,25957,27679,27364,25330,21947,19715,17396,14305,12199,10600,8631,7322,5316,13739
England,North East,female,2024-08-01,10713,12174,12956,12644,13553,13917,14300,15655,15097,15359,14784,16515,16117,16305,15613,16498,15620,16005,16338,17064,17498,17145,16818,18093,18125,17517,18620,18776,18647,17798,19192,19817,19695,20400,19243,20001,19830,19607,19775,18971,17959,18019,18445,18532,18209,16970,13994,15896,15050,15910,15740,16813,19918,18480,18622,18731,19416,19409,20204,20048,20363,20141,19537,18539,18631,18782,17811,17157,15708,14943,15552,14650,14706,13279,14561,13550,16080,16380,10565,11903,9820,8963,7254,7822,7403,7182,6728,5528,5057,4389,3477,3180,2469,2124,1467,3597
England,North East,male,2024-08-01,11505,12879,13564,13266,14313,14726,15136,16310,16145,16092,16665,17322,17346,17380,16690,17016,16416,16547,16990,16878,17758,16933,17355,17707,18308,19395,20111,20198,20293,19901,20294,21582,21469,22214,20183,21476,21660,20376,21310,19675,19739,19045,18669,18974,19829,17845,15162,15574,16123,17190,16353,17576,20287,18976,18701,19077,18750,19280,19856,20244,19630,20138,18874,18249,18261,16958,17508,16997,14743,14782,14926,13784,13228,12826,13323,12577,14360,14334,9011,10580,8268,7336,5822,5779,5612,5091,4411,3790,3153,2626,2082,1772,1257,1046,720,1350
England,North East,persons,2024-08-01,22549,24783,26679,25800,27983,28500,29253,31946,31436,31217,31165,33766,33712,33584,32252,33556,32129,32657,33717,34041,35382,34321,34073,35512,36498,36876,38738,38692,38987,37629,39375,41120,41262,42632,39126,41504,41400,40031,41456,38292,37703,37136,37029,37475,38015,34591,29211,31282,31273,33256,32326,34396,40038,37442,37309,37832,38040,38559,40350,40330,39821,40218,38608,36867,36541,36139,35290,34329,30542,30192,30420,28432,27869,26300,27617,26088,30525,30618,19740,22373,17996,16187,13204,13549,12988,12254,11039,9632,8215,6966,5276,4953,3329,3438,2187,4944
England,North West,female,2024-08-01,32071,36987,41062,38816,42351,42524,44029,47151,46547,47164,48118,49922,49959,49114,48331,48596,47397,47378,46117,47801,47302,46436,48271,53048,52559,54840,53059,55450,56051,55176,56417,59139,58715,62869,58308,61311,60449,57346,59239,56129,56219,55582,52885,55868,53453,47796,44190,44286,45038,47408,45338,49228,54498,52234,53215,53583,52153,52266,53932,54947,53723,53253,51417,48951,47312,44998,44129,43720,39491,37900,38157,36418,36171,35663,37714,33797,42116,39576,28174,30157,27438,25743,20110,20064,19594,17959,16795,14864,12738,10876,8726,7708,6561,5139,3950,9733
England,North West,male,2024-08-01,34684,39700,42394,40862,44076,44522,46162,49378,49593,49673,49583,52584,52029,51943,50277,52065,50557,50447,48793,48530,48560,47126,48492,51009,52576,57329,56723,56403,57542,58047,58776,60497,62580,66114,61050,61933,64104,59919,62431,59276,59725,58392,56895,58411,58692,51072,47540,48495,49248,50778,49439,52136,57490,55534,55415,55928,54240,54113,54654,57536,54690,54148,52337,50617,47217,44144,45087,42033,37780,36744,37345,34402,33571,33391,34180,31587,39266,34168,23896,26398,23197,21419,16064,15049,14656,13499,11807,9946,8645,6611,5054,4384,3450,2553,1733,3665
England,North West,persons,2024-08-01,66811,76822,83816,79454,86799,87168,90258,96451,96168,96726,97857,102576,101899,101038,99603,100327,98031,97349,95058,96458,95902,93498,97733,104059,104793,111600,109491,112140,113349,113111,115407,119495,121465,129215,119454,122701,124805,116337,121506,115352,115975,114264,109708,114389,111805,97810,92178,92994,94216,98493,94841,101331,111873,108189,108028,109222,106538,106287,108788,112553,108805,107282,104042,99602,94508,89575,89096,85866,76903,74325,76255,72616,69132,69009,72418,65654,80900,73979,52287,56480,50722,47059,36132,34712,34581,31384,28713,24804,21417,17934,13700,11941,10016,7722,5683,13383
England,South East,female,2024-08-01,39090,43687,49897,48246,49854,52459,52675,57182,57224,57855,57490,62003,61574,62535,60825,62005,61032,58805,56399,53047,52968,51214,54542,58711,62372,59436,61234,60987,62611,62843,64563,69723,70501,75023,71263,75494,73650,72130,73188,70305,71051,70613,69519,73640,72064,65859,61663,63408,60939,66014,62478,66276,69841,66337,66982,69036,67935,67247,67690,69124,67527,65229,62364,61237,57596,56645,54852,51984,48572,48933,49106,45707,46466,44300,48935,45695,54420,57830,38244,41156,37645,36500,26065,25839,27305,25430,22727,20334,17660,16375,13072,12141,10155,8884,6665,17088
England,South East,male,2024-08-01,41080,45712,52309,50197,53041,55438,55540,60266,59489,60638,59830,65874,66162,65275,63808,65174,65287,62770,61023,57343,56716,52499,54966,56515,61115,63241,63335,62130,64022,65687,64508,70133,68992,72593,71527,75339,76135,71441,74549,70824,71403,72553,71610,75682,74311,69790,64130,64612,65366,68748,64072,67911,71360,68017,68077,69816,68560,67518,70089,70501,67889,64783,62781,60196,58429,54442,53806,51211,46123,46419,44745,42429,42227,40002,41354,39218,48068,50167,32111,35039,31975,29680,20832,20120,20537,18414,16226,14916,12117,10209,8212,6984,5634,4273,3114,6499
England,South East,persons,2024-08-01,79704,89410,102690,98119,102889,108040,108114,117560,116046,118759,117592,127932,127097,127984,124231,126745,126205,122263,116922,110613,110138,105034,109053,115795,123294,122906,124255,124197,127775,128317,129017,139727,138615,148230,142779,150785,149861,144048,148239,140690,142372,143512,141005,149428,146266,135747,125882,128181,126318,134850,126412,134358,141155,135114,134156,137751,135961,135112,137628,139688,135449,130126,125682,121610,116497,111152,108860,102136,95133,95395,93830,89022,87981,84821,90080,85704,102362,108778,70253,76049,69497,66034,47562,45770,47826,43825,38976,35747,29767,26496,21069,18973,15792,13404,9726,23516
England,South West,female,2024-08-01,20571,22270,27249,25687,27287,27878,29408,31118,30956,32511,32333,33971,35285,33414,33563,34630,33881,34217,33577,35187,36425,34312,33616,34699,35643,35218,36099,36221,36025,37853,38287,40286,39919,41903,39898,42555,41753,40241,40697,39347,38613,38531,37840,40033,38748,36206,33139,34607,33039,36307,35593,37895,42026,39944,41480,40794,41878,43391,43830,44586,43558,42676,41527,40369,39189,37878,36703,35991,32689,34043,34673,31847,32453,31566,33127,32694,39390,38855,25625,30047,26508,25078,18808,18292,18234,16946,15410,13517,12204,10563,9214,8070,6819,5633,4443,11406
England,South West,male,2024-08-01,21457,24246,28775,25924,29397,29497,30925,32698,33069,33402,33298,37040,36483,36515,35002,36341,35634,34521,34306,34145,35506,34147,33576,34515,35510,37225,38102,37923,37224,39175,39405,40508,41139,42185,40615,42639,42036,40679,40667,38995,39312,39563,38676,40690,39658,36731,33689,33947,33516,36105,36827,38505,42068,39170,41531,40551,41521,42068,43066,44043,42883,42067,40116,40846,38160,36261,35369,35349,31889,31145,31353,29113,30552,28011,31370,27458,36502,34519,23900,25842,22759,21874,14982,14568,14365,12979,11655,10317,8520,6953,5762,4787,3737,2987,2138,4296
